ID,title,year_of_commissioning,area_sq_m,apartment_storey,district,location,price_m2,loc_mid,location_group
4342,Nekhmel khotkhon 3 oroo,2022,84.87,13,KHan-Uul,19-r khoroolol,4.3,19-r khoroolol,19-r khoroolol
4548,YAarmag garden city 2t 4 oroo oron suuts,2021,138,14,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
4582,2 oroo oron suuts,2023,54,8,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
4622,Narnы khoroolol 17-r bairnd 3 oroo,2016,70,11,Bayangol,Narnы khoroolol,4.3,Narnы khoroolol,Narnii khoroolol
4944,Garden city-2t 4oroo,2022,82.8,15,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
5770,Gardyen siti khotkhond shine 3oroo bair,2023,67,1,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
5812,YAarmag artsat forchyun khotkhond 124m2 4 oroo bair,2022,124,4,KHan-Uul,"3, 4 khoroolol",4.3,"3, 4 khoroolol","3, 4-r khoroolol"
5872,KHud yaarmagt 3 oroo 89mkw,2022,89,3,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
6276,YAarmagt dream plaza 3 oroo bair 90m2,2022,90,13,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
6285,19r khoroolol nekhmel khotkhond 80mkw 3oroo,2022,80,7,KHan-Uul,19-r khoroolol,4.3,19-r khoroolol,19-r khoroolol
6483,19r khoroolold bairlakh nekhmel khotkhond 87m2 3 oroo,2023,80,8,KHan-Uul,19-r khoroolol,4.3,19-r khoroolol,19-r khoroolol
6545,Santo smart apartment,2021,98,11,Bayanzurkh,Bayanmongol khoroolol,4.3,Bayanmongol khoroolol,Bayanmongol khoroolol
7305,YAarmag dream plaza apartment 4 oroo bair,2022,140,13,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
1972,Garden city 2 khotkhond 4 oroo,2022,130.3,8,KHan-Uul,YAarmag,4.3,YAarmag,Yarmag
1394,Garden city2 4oroo,2022,82.8,15,KHan-Uul,YAarmag,4.299516908,YAarmag,Yarmag
6177,Cansarыn imartыn khoino tenuun 6 oron suutsand 2 oroo,2022,67,3,Bayanzurkh,Sansar,4.298656716,Sansar,Sansar
7573,Sansarыn rtsnk baruun tald tenuun apartmyent 6-d 2 oroo oron suuts,2022,67,3,Bayanzurkh,Sansar,4.298507463,Sansar,Sansar
3371,TSetserlegt khureelengiin khoino 4 oroo,2023,93,8,Bayanzurkh,Olimp khotkhon,4.295376344,Olimp khotkhon,Home plaza
6030,Bzd-iin 26-r khoroo santo smart apartment-d 2 oroo bair,2016,61,6,Bayanzurkh,Bayanmongol khoroolol,4.295081967,Bayanmongol khoroolol,Bayanmongol khoroolol
6033,Santo smart 2oroo,2020,61,6,Bayanzurkh,Bayanmongol khoroolol,4.295081967,Bayanmongol khoroolol,Bayanmongol khoroolol
3555,park view khotkhond 2 oroo bair,2019,52.63,2,Bayanzurkh,Busad,4.294128824,Park view,National park
6172,National park khotkhond 3 oroo,2021,85,5,Bayanzurkh,Busad,4.294117647,National park,National park
2540,YAarmagt garden city khotkhond 4oroo bair,2022,82.7,3,KHan-Uul,YAarmag,4.292623942,YAarmag,Yarmag
2473,Bzd-t bayanmongolыn urd santo apartment- d grashtai 3 oroo bair,2022,98.6,10,Bayanzurkh,Bayanmongol khoroolol,4.290060852,Bayanmongol khoroolol,Bayanmongol khoroolol
2396,Santo apartment 2 oroo,2019,61.1,6,Bayanzurkh,Busad,4.288052373,Santo,Home plaza
6126,26 khoroo santo apartmyent 61mkw 2 oroo,2020,61.1,6,Bayanzurkh,Bayanmongol khoroolol,4.288052373,Bayanmongol khoroolol,Bayanmongol khoroolol
3772,"YAarmagt garden city khotkhond 95,82 mkw 4 oroo",2022,95,7,KHan-Uul,YAarmag,4.287157895,YAarmag,Yarmag
113,16r khoroolold 2 oroo bair,1989,28,2,Bayanzurkh,16-r khoroolol,4.285714286,16-r khoroolol,Tsaiz
3152,Nekhmel khotkhond 3 oroo,2020,91,20,KHan-Uul,Busad,4.285714286,Nekhmel,19-r khoroolol
4881,Bzd 4-r khoroo 10r tow 97r surguulыn chankh khoino 4oroo oron suuts,1980,42,5,Bayanzurkh,Sansar,4.285714286,Sansar,Sansar
5231,"Bzd-iin ,4-khoroo 4 oroo oron suuts",1998,42,1,Bayanzurkh,Sansar,4.285714286,Sansar,Sansar
3002,King tower-t 2 oroo bair tyerrastai,2015,72,2,KHan-Uul,King Tower,4.277777778,King Tower,Marshal
2242,Apartmyent 100d 3 oroo,2022,96,13,Bayangol,"3, 4 khoroolol",4.270833333,"3, 4 khoroolol","3, 4-r khoroolol"
4715,24-r surguuliin urd 89 mkw 3 oroo bair,1995,89,5,CHingeltei,Busad,4.269662921,Khotiin tov,SBTalbai
7512,Ikh delguuriin baruun tal gal togoo tusdaa 1 oroo bair 41m2,2007,41,12,CHingeltei,"40, 50 myangat",4.268292683,"40, 50 myangat","40, 50 myangat"
2352,KHarkhorin 1r khoroolol gal togoo tusdaa 2 oroo,1990,30,9,Songino KHairkhan,16-r khoroolol,4.266666667,16-r khoroolol,Tsaiz
2579,1-r khoroolold 2 oroo bair,1988,30,7,Songino KHairkhan,1-r khoroolol,4.266666667,1-r khoroolol,1-r khoroolol
3823,"Ikh delguuriin khoino, 24 surguuliin urd 90 mkw 3 oroo",2014,90,5,CHingeltei,"40, 50 myangat",4.266666667,"40, 50 myangat","40, 50 myangat"
6021,1 r khoroolold 2 oroo bair,1990,30,9,Songino KHairkhan,1-r khoroolol,4.266666667,1-r khoroolol,1-r khoroolol
4880,"Zaisan, orgil shiltgeend 5 oroo 136m2",2011,136,6,KHan-Uul,Busad,4.264705882,Orgil shiltgeen,Zaisan Orgil
793,KHud KHunnu tauert 3 oroo bair,2021,81,5,KHan-Uul,Busad,4.259259259,Khunnu tower,Yarmag
816,KHunnu tauer 3 oroo bair,2021,81,5,KHan-Uul,Busad,4.259259259,Khunnu tower,Yarmag
4227,"KHunnu moll delguuriin zamыn urd bairlaltai, khunnu tauert 3 oroo bair",2021,81,5,KHan-Uul,Busad,4.259259259,Khunnu tower,Yarmag
5899,KHunnu tauert 3 oroo bair,2021,81,5,KHan-Uul,Busad,4.259259259,Khunnu tower,Yarmag
5903,KHunnu tauert 3 oroo bair,2021,81,5,KHan-Uul,Busad,4.259259259,Khunnu tower,Yarmag
5009,Sunshine khotkhond 4 oroo bair 120m2,2016,120,10,Bayanzurkh,Busad,4.258333333,Sunshine,National park
6504,Sunshine village d 120mkw 4 oroo bair,2018,120,10,Bayanzurkh,Busad,4.258333333,Sunshine,National park
6612,TSetserlegt khureelengiin khoino sunshine village khotkhond 120 mkw 4 oroo,2017,120,10,Bayanzurkh,Busad,4.258333333,Sunshine,National park
6801,Sunshine village-d 4 oroo 120m2,2016,120,10,KHan-Uul,Busad,4.258333333,Sunshine,National park
36,Garden city khotkhond 95.83mkw 4 oroo,2022,95.83,7,KHan-Uul,Busad,4.250130439,Garden city,Yarmag
159,TSetserlegt khureelen khoin park east khotkhond shine 3 oroo,2022,108.58,14,Bayanzurkh,Edu apart campus,4.25,Edu apart campus,National park
1215,KHotыn tow khuukhdiin 100d buren tokhijilttoi guest house,2003,200,5,Sukhbaatar,5-r khoroolol,4.25,5-r khoroolol,Tsirk
2588,Sunshine village-d 4 oroo,2017,120,7,Bayanzurkh,Busad,4.25,Sunshine,National park
3193,"Zaisand, royal green villa-d 4 oroo bair",2011,160,3,KHan-Uul,Zaisan,4.25,Zaisan,Zaisan
4748,KHotыn towd 13-r khoroolold 110m2 talbai bukhii 3 oroo bair,2014,110,10,Bayanzurkh,13-r khoroolol,4.25,13-r khoroolol,13-r khoroolol
5511,Orgil shiltgeen khotkhond 5 oroo bair,2011,136,6,KHan-Uul,120 myangat,4.25,120 myangat,120 myangat
6567,3 oroo bair,1987,40,9,Songino KHairkhan,1-r khoroolol,4.25,1-r khoroolol,1-r khoroolol
3977,Yarmag garden citi,2021,95.83,7,KHan-Uul,YAarmag,4.247104247,YAarmag,Yarmag
2408,National park 2 oroo bair,2021,58,13,Bayanzurkh,Busad,4.24137931,National park,National park
5490,19-r khoroolold shine 3 oroo,2023,63,3,KHan-Uul,19-r khoroolol,4.238095238,19-r khoroolol,19-r khoroolol
3011,"KHud, gerelt khotkhond 77,44m2 3 oroo bair",2012,77.44,1,KHan-Uul,Busad,4.23553719,Gerelt khotkhon,Zaisan
1479,KHan uul tsogtsolbort 3 oroo 68m2,2016,68,7,KHan-Uul,Busad,4.233970588,Khan-Uul,19-r khoroolol
3897,KHotыn tow ikh delguuriin urd 4 oroo bair,2003,104,4,Sukhbaatar,"40, 50 myangat",4.230769231,"40, 50 myangat","40, 50 myangat"
6397,Orgil shiltgeen khotkhond 5 oroo bair,2013,136,6,KHan-Uul,120 myangat,4.227941176,120 myangat,120 myangat
1829,Bzd emerald residence 5 uruu 132m2,2019,132,3,Bayanzurkh,Olimp khotkhon,4.227272727,Olimp khotkhon,Home plaza
982,3 oroo 65m2,2022,65,2,Bayanzurkh,Busad,4.225846154,0,#N/A
6017,Santo apartment 3 oroo 98m2,2021,98,10,Bayanzurkh,Busad,4.225714286,Santo,Home plaza
6204,Golomt khotkhond 3 oroo oron suuts,2008,86,4,Sukhbaatar,Busad,4.225348837,Golomt khotkhon,Baruun 4 zam
6390,Bogdыn muzyein urd orgil shiltgeen khotkhond 136m2 5 oroo bair,2013,136.1,6,KHan-Uul,Zaisan,4.22483468,Zaisan,Zaisan
962,Sansar rtsnk baruun tald awtai sain khotkhon 61-65 mkw 2 oroo gal togoo tusdaa,2021,65,9,Bagakhangai,Sansar,4.223076923,Sansar,Sansar
386,Sukhbaatar duureg 1-r khoroo 3 oroo bair,2012,93.54,2,Sukhbaatar,Busad,4.222792388,Khotiin tov,SBTalbai
6773,Garden city-2t 3 oroo bair,2022,72,7,KHan-Uul,YAarmag,4.222222222,YAarmag,Yarmag
2657,Buti taun khotkhond 4 oroo,2021,123,8,KHan-Uul,KHanswill khotkhon,4.220325203,KHanswill khotkhon,National park
7766,Elizabyet khotkhon 2 oroo,2019,51,10,Bayanzurkh,Busad,4.215686275,Elizabeth,National park
2783,KHud 120 myangat kh-apartment esreg 58.85 mk 3 oroo,2022,58.85,9,KHan-Uul,120 myangat,4.214103653,120 myangat,120 myangat
244,Zaisand luxury village khotkhond 76 mkw 3 oroo,2018,76,4,KHan-Uul,Zaisan luxury village,4.210526316,Zaisan luxury village,Zaisan
6742,"KHud, 8-r khoroo nisekh active garden 2 oroo bair",2022,56.07,3,KHan-Uul,Nisekh,4.209024434,Nisekh,Nisekh
3101,solaris residence 70.1mkw 3 oroo,2023,70.1,5,KHan-Uul,Busad,4.208273894,Solaris residence,Tsengeldekh
4648,Nekhmel khotkhond 80.22mkw 3 oroo,2022,80.22,15,KHan-Uul,Busad,4.200947395,Nekhmel,19-r khoroolol
3477,YAarmagt hunnu tower-t 112.39m2 4 oroo,2022,112.39,16,KHan-Uul,YAarmag,4.200017795,YAarmag,Yarmag
253,Buti town 3 oroo bair,2021,77.01,4,KHan-Uul,KHanswill khotkhon,4.2,KHanswill khotkhon,National park
337,YAarmag kharuma fuji shine mongol surguuliin dergedekh wip ryezidyens khotkhond 4 oroo,2021,131,6,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
362,13-n dund zam daguu gal togoo tusdaa 2 oroo,1990,40,6,Bayanzurkh,13-r khoroolol,4.2,13-r khoroolol,13-r khoroolol
590,YAarmagt garden city-d 3 oroo 73m2 bair,2023,73,1,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
642,KHan gurwan orgil,2011,124.97,3,KHan-Uul,Zaisan,4.2,Zaisan,Zaisan
1062,"Baruun 4 zam, golomt khotkhond 86.65 mkw 3 oroo",2008,86,4,Bayangol,Baruun 4 zam,4.2,Baruun 4 zam,Baruun 4 zam
1132,KHud 19-r khoroolol khan-uul tsogtsolbor khotkhond. 68.55mkw 3 oroo oron suuts,2020,68.55,14,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
1317,Happy residence 49.5mkw 2 oroo,2022,49.5,12,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
1349,King tauer khotkhond 118mkw 3 oroo bair,2021,118,7,KHan-Uul,King Tower,4.2,King Tower,Marshal
1534,19-iin sumber towyert 2 oroo bair,2020,61,6,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
1704,"KHud, 15-r khoroo solaris residence 4 oroo oron suuts",2023,120,3,KHan-Uul,Japan town,4.2,Japan town,Tsengeldekh
1876,Tsirkiin urd 150m2 bair,2010,150,2,Sukhbaatar,Busad,4.2,Tsirk,Tsirk
1893,KHud 15 khoroo solaris residence 120m 4 oroo,2023,120,3,KHan-Uul,Busad,4.2,Solaris residence,Tsengeldekh
1951,Bzd santo smart khotkhond 3 oroo bair,2021,98.6,11,Bayanzurkh,Busad,4.2,Santo,Home plaza
2089,Santo life,2023,90.4,6,Bayanzurkh,Busad,4.2,Santo,Home plaza
2256,Bagshiin khogjliin towiin ard the voli apartment-d 2 oroo bair,2016,50,3,Sukhbaatar,Busad,4.2,Voli,Bagshiin deed
2277,Enkantod 3 oroo bair,2016,109,2,Bayanzurkh,Busad,4.2,Encanto,National park
2287,KHud 19-r khoroolol khan-uul tsogtsolbor khotkhon 5-r bairand 68.55mkw 3 oroo oron suuts,2022,68.55,7,KHan-Uul,Nekhmeliin shar,4.2,Nekhmeliin shar,19-r khoroolol
2295,Bayanzurkh 2 oroo 68 m2,2021,68,8,Bayanzurkh,Busad,4.2,BZD,Officer
2744,mandala khotkhond 4 oroo,2017,122,4,Bayanzurkh,Busad,4.2,Mandala360,National park
3023,Modun taun 3 oroo,2019,94,5,KHan-Uul,Busad,4.2,Modun town,Marshal
3098,Santo smart apartmyent,2019,99,11,Bayanzurkh,Busad,4.2,Santo,Home plaza
3234,YAarmagt vip residence 3 oroo,2023,84,3,KHan-Uul,Busad,4.2,Vip residence,Yarmag
3308,Emerald residence xotxond 132m2 4 uruu xudaldana,2021,132,3,Bayanzurkh,Busad,4.2,Emerald residence,Bayanmongol khoroolol
3397,"Gardyen siti2 , 3 oroo",2022,75.5,14,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
3980,Vip residence 4 oroo 131.31m2,2021,131.31,6,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
4083,Emerald town gal togoo tusdaa 5 uruu bair,2021,178,10,Bayanzurkh,Busad,4.2,Emerald residence,Bayanmongol khoroolol
4150,King tauer khotkhond 118mkw 3 oroo bair,2021,118,7,KHan-Uul,King Tower,4.2,King Tower,Marshal
4174,Garden city 2 4oroo baip,2022,130,2,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
4198,"KHud , khan-uul tsogtsolbor khotkhond. 68.55mkw 3 oroo oron suuts",2021,68.55,7,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
4288,YAarmag hunnu tower 4 oroo oron suuts,2021,112.39,16,KHan-Uul,KHunnu,4.2,KHunnu,Tsengeldekh
4405,Zaisangiin seven star deer 55m2 2oroo,2023,55,10,KHan-Uul,11-r khoroolol,4.2,11-r khoroolol,11-r khoroolol
4615,V.i.p recidence,2021,155,3,KHan-Uul,KHunnu,4.2,KHunnu,Tsengeldekh
5120,Seven star 90m2,2023,90,9,KHan-Uul,11-r khoroolol,4.2,11-r khoroolol,11-r khoroolol
5150,Rtsnk sansar 3 oroo,2022,65,2,Bayanzurkh,Sansar,4.2,Sansar,Sansar
5393,TSirkiin urd bairlakh nomun khotkhond 77mkw 2 oroo bair,2009,77,7,Sukhbaatar,"40, 50 myangat",4.2,"40, 50 myangat","40, 50 myangat"
5465,YAarmag garden city2 khotkhond 130.3mkw 4 oroo 4.2sayad khudaldayaaaa,2022,130.3,9,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
5474,19-r khoroolol 3 oroo bair,2021,64,3,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
5577,"Bzd, santo smart khotkhon 2 oroo 84.8m2",2020,84.8,7,Bayanzurkh,Olimp khotkhon,4.2,Olimp khotkhon,Home plaza
5635,KHud solaris_residence-d 117.45 mkw 4 oroo,2023,117.45,2,KHan-Uul,KHurd,4.2,KHurd,Tsengeldekh
5703,SHine yaarmag khoroolol a2 blokt 3 oroo bair,2019,73.8,6,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
5756,Sansar rtsnk khajuud 3oroo bair,2019,86,3,Bayanzurkh,Sansar,4.2,Sansar,Sansar
5896,Seven star 3oroo,2023,90,9,KHan-Uul,11-r khoroolol,4.2,11-r khoroolol,11-r khoroolol
6353,KHud 19-r khoroolol khan-uul tsogtsolbor khotkhond 68.55mkw 3 oroo oron suuts,2018,68.55,7,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
6359,Khan uul 19 gal togoo tusdaa 2 uruu bair 61m2,2021,61,6,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
6519,YAarmag vip residents 84mkw 3 oroo,2019,84,3,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
6541,SHine yaarmag khoroolold 4 oroo,2022,121,7,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
6664,KHan-uul tsogtsolbor khotkhond. 68.55mkw 3 oroo,2020,68.55,7,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
6927,Garden city 2 t4 uruu,2021,130,8,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
7041,KHud 19-r khoroolol khan-uul tsogtsolbor khotkhond. 68.55mkw 3 oroo oron suuts,2020,68.55,7,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
7062,Buti taun khotkhond 4 oroo,2021,123,12,KHan-Uul,Romana Residence,4.2,Romana Residence,Tsengeldekh
7073,KHud 19-r khoroolol khan-uul tsogtsolbor khotkhond 68.55mkw 3 oroo oron suuts,2021,68.55,7,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
7256,Santo smart 3 uruu,2019,98.6,10,Bayanzurkh,Olimp khotkhon,4.2,Olimp khotkhon,Home plaza
7347,Garden city 2 t 82m2 4 oroo,2022,83,8,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
7536,Nekhmel khotkhond80.22 m2 3 oroo,2022,80.22,15,KHan-Uul,19-r khoroolol,4.2,19-r khoroolol,19-r khoroolol
7539,King tower khotkhond 3 oroo oron suuts,2019,118,5,Bayanzurkh,King Tower,4.2,King Tower,Marshal
7570,YAarmagt vip recidence khotkhond 4 oroo bair 131.31m2,2021,131.31,6,KHan-Uul,YAarmag,4.2,YAarmag,Yarmag
507,Apartmyent 100 /65 a bair/ 3 oroo oron suutsыg 4 oroo bolgoj zassan oron suuts,2021,95.37,14,Bayangol,"3, 4 khoroolol",4.199958058,"3, 4 khoroolol","3, 4-r khoroolol"
6884,"Baruun 4 zam, golomt khotkhond 3 oroo bair",2008,86.56,4,Bayangol,Baruun 4 zam,4.198012939,Baruun 4 zam,Baruun 4 zam
4444,Olimp khotkhond 3 oroo bair,2017,71,13,Bayanzurkh,Olimp khotkhon,4.197183099,Olimp khotkhon,Home plaza
4758,Olimp khotkhond 3 oroo,2017,71,13,Bayanzurkh,Olimp khotkhon,4.197183099,Olimp khotkhon,Home plaza
6860,Garden city 2 khotkhon 4 oroo,2022,130.1,8,KHan-Uul,YAarmag,4.196771714,YAarmag,Yarmag
1976,19t 1 oroo,2021,32.66,15,KHan-Uul,19-r khoroolol,4.194733619,19-r khoroolol,19-r khoroolol
5386,2021ond ashiglaltand orson 4 oroo bair,2021,95.37,14,Bayangol,"3, 4 khoroolol",4.194191045,"3, 4 khoroolol","3, 4-r khoroolol"
1358,Yarmag garden city2 3 oroo,2022,72.5,7,KHan-Uul,Busad,4.193103448,Garden city 2,Yarmag
3390,Santo apartment-d 3 oroo oron suuts,2022,79.9,1,Bayanzurkh,Busad,4.192740926,Santo,Home plaza
3175,Zaisan 5 oroo bair,2013,136,6,KHan-Uul,Busad,4.191176471,Zaisan,Zaisan
6133,19 nekhmel khotkhond 3 oroo,2022,80,15,KHan-Uul,19-r khoroolol,4.1875,19-r khoroolol,19-r khoroolol
4257,KHan-uul tsogtsolbor khotkhond 3 oroo bair .,2021,68.55,7,KHan-Uul,120 myangat,4.186725018,120 myangat,120 myangat
5370,Sansarыn e martыn khoin awtai san khotkhond 3 oroo bair,2021,86,3,Bayanzurkh,1-r khoroolol,4.186046512,1-r khoroolol,1-r khoroolol
2301,"3,4r khoroolold 2oroo",2021,33.5,15,Bayangol,"3, 4 khoroolol",4.179104478,"3, 4 khoroolol","3, 4-r khoroolol"
7633,Buti taun / buti / khotkhond 3 oroo,2022,108.59,12,KHan-Uul,15-r khoroolol,4.177180219,15-r khoroolol,Jukov
3637,"Bgd, narnы khoroolol 1 oroo",2016,40,12,Bayangol,Narnы khoroolol,4.175,Narnы khoroolol,Narnii khoroolol
3786,KHurd rapid khotkhond zaswar khiisen 1 oroo bair,2014,30.2,7,KHan-Uul,120 myangat,4.17218543,120 myangat,120 myangat
4678,Enkhtaiwanы guurnii baruun tald narkhan khotkhon galt togoo tusdaa 64.5mkw 2 oroo,2010,64.5,10,KHan-Uul,120 myangat,4.170542636,120 myangat,120 myangat
7522,Enkhtaiwanы guurnii baruun tald narkhan khotkhon galt togoo tusdaa 64.5mkw 2 oroo,2008,64.5,11,KHan-Uul,120 myangat,4.170542636,120 myangat,120 myangat
378,Nisekhed gal togoo tusdaa 1 oroog 2 bolgoj zassan,1993,18,2,KHan-Uul,Nisekh,4.166666667,Nisekh,Nisekh
1304,Nisekhed 1 oroo bair,1998,18,2,KHan-Uul,Nisekh,4.166666667,Nisekh,Nisekh
1515,KHarkhorind 2 oroo bair,1997,30,8,Songino KHairkhan,1-r khoroolol,4.166666667,1-r khoroolol,1-r khoroolol
4930,Bgd 6 bichil khoroolol 21-r bairand gal togoo tusdaa 2 oroo oron suuts,1990,30,5,Bayangol,6-r bichil,4.166666667,6-r bichil,"3, 4-r khoroolol"
7232,"Bgd 3,4-r khoroolol bichild 2 oroo bair",1986,30,4,Bayangol,"3, 4 khoroolol",4.166666667,"3, 4 khoroolol","3, 4-r khoroolol"
2572,Nekhmel khotkhond 3 oroo,2020,100.89,15,KHan-Uul,Nekhmeliin shar,4.162949747,Nekhmeliin shar,19-r khoroolol
5916,Singapore residence ij burentokhijolttoi,2019,48.1,15,Bayanzurkh,13-r khoroolol,4.158004158,13-r khoroolol,13-r khoroolol
3905,Buti town-d 77m2 3 oroo bair,2022,77.1,4,KHan-Uul,Busad,4.150453956,Buti,Home plaza
3778,YAarmagt british surguuliin khajuud twin tower villa-d 154 mkw 4 oroo,2007,154,10,KHan-Uul,YAarmag,4.15,YAarmag,Yarmag
4452,Sarnaikh 3oroo,2009,135,6,KHan-Uul,Zaisan,4.148148148,Zaisan,Zaisan
5686,KHud zaisangiin toiruu deer 3 oroo bair,2009,135,6,KHan-Uul,Zaisan,4.148148148,Zaisan,Zaisan
3562,Garden city 1-d 3 oroo 61mkw,2019,61,4,KHan-Uul,YAarmag,4.147540984,YAarmag,Yarmag
7226,Zaisan burkhantai khoshoonii urd 4 oroo bair,2022,134,3,KHan-Uul,Bella Vista,4.141791045,Bella Vista,Zaisan
382,"3,4 khoroolol, bichild gal togoo tusdaa 2 oroo",1993,29,4,Bayangol,"3, 4 khoroolol",4.137931034,"3, 4 khoroolol","3, 4-r khoroolol"
2032,Bgd tomor zamd 3 oroo bair,2017,58,3,Bayangol,Tomor zam,4.137931034,Tomor zam,Tomor zam
6532,Dragon towiin khoid tald khuuchnы 9 dawkhart,1995,29,7,Songino KHairkhan,1-r khoroolol,4.137931034,1-r khoroolol,1-r khoroolol
7357,2 oroo,1990,29,2,Bayangol,6-r bichil,4.137931034,6-r bichil,"3, 4-r khoroolol"
193,Hunnu tower 4 uruu,2022,112.39,14,KHan-Uul,YAarmag,4.13737877,YAarmag,Yarmag
2226,Elizabyet khotkhond 2oroo,2017,52,10,Bayanzurkh,Bayanmongol khoroolol,4.134615385,Bayanmongol khoroolol,Bayanmongol khoroolol
1871,Artsat1 khotkhond 3oroo oron suuts,2019,84,6,KHan-Uul,YAarmag,4.130952381,YAarmag,Yarmag
6130,1-r horoolold ugsarmaliin 2 oroo,1989,31,9,Songino KHairkhan,1-r khoroolol,4.129032258,1-r khoroolol,1-r khoroolol
1639,Enkhtaiwanы guurnii zuun urd tald kei eich apartment 4 oroo,2013,127.75,6,KHan-Uul,KHurd,4.125244618,KHurd,Tsengeldekh
5986,"Anoma khotkhond 8 oroo 436,38m2",2012,436.38,3,KHan-Uul,Busad,4.124845318,Anoma,Zaisan
4566,Lux5 luxury apartment-d gal togoo tusdaa 3 oroo,2016,99.47,10,Bayanzurkh,Busad,4.121845783,Lux5,Narantuul
1659,Orgil shiltgeen,2013,136,6,KHan-Uul,Zaisan,4.117647059,Zaisan,Zaisan
2218,CHingeltei duurgiin 6-r khoroo bayanburdiin toirgiin urd 2oroo bair,2000,34,1,CHingeltei,Bayanburd,4.117647059,Bayanburd,Bayanburd
5834,Roma town 3uruu bair,2020,85,5,KHan-Uul,Zaisan,4.117647059,Zaisan,Zaisan
1646,Global park khotkhon 2 oroo bair,2023,49.79,13,Bayanzurkh,Bayanmongol khoroolol,4.117292629,Bayanmongol khoroolol,Bayanmongol khoroolol
5892,KHan uul 19-r khoroollыn nekhmel khotkhond 3 oroo,2022,80.22,15,KHan-Uul,19-r khoroolol,4.11368736,19-r khoroolol,19-r khoroolol
5059,KHud yaarmag tawilgatai 71 mkw 3 oroo bair,2022,71,7,KHan-Uul,YAarmag,4.112676056,YAarmag,Yarmag
5409,"Belmonte luxury residence-2, 3 oroo bair",2022,71,14,KHan-Uul,YAarmag,4.112676056,YAarmag,Yarmag
4279,"Bzd, narnii zam daguu lux5 khotkhond 3 oroo 99.47 mkw oron suuts",2020,99.47,10,Bayanzurkh,Busad,4.1117925,Lux5,Narantuul
67,Enkhtaiwnы guurnii baruun tald 2 oroo,2012,73,7,KHan-Uul,Busad,4.109589041,Peace bridge,120 myangat
3420,SHine ogloo khotkhond 2 oroo oron suuts,2008,73,7,KHan-Uul,19-r khoroolol,4.109589041,19-r khoroolol,19-r khoroolol
1262,CHd-t khunsnii 1-r delguuriin khoino 2 oroog 3 oroo bolgoson bair,2011,73.03,7,CHingeltei,CHingeltei,4.107900863,CHingeltei,"40, 50 myangat"
1162,"Garden city2 khotkhond 4.150.000sayad 82,8mkw 4oroo khudaldanaaaaaa",2021,82.8,8,KHan-Uul,YAarmag,4.106280193,YAarmag,Yarmag
264,Zaisan suld khotkhond 2 oroo bair,2021,39,9,KHan-Uul,Zaisan,4.102564103,Zaisan,Zaisan
5333,KHud shunshig willa 2 -t pyentkhaus 195m2,2021,195,3,KHan-Uul,Busad,4.102564103,Shunshig villa,Yarmag
7227,Tomor zamd 3 oroo bair,1980,39,1,Bayangol,1-r khoroolol,4.102564103,1-r khoroolol,1-r khoroolol
2660,Garden city 2 khotkhond 4oroo bair,2021,95.8,7,KHan-Uul,YAarmag,4.102296451,YAarmag,Yarmag
542,Santo smart khotkhond 98.6mkw 3 oroo oron suuts khupaldana,2018,98.6,11,Bayanzurkh,Bayanmongol khoroolol,4.1,Bayanmongol khoroolol,Bayanmongol khoroolol
1069,Garden city-2 khotkhond 82.8m2 4 oroo bair,2022,82.8,14,KHan-Uul,YAarmag,4.1,YAarmag,Yarmag
2462,Vip residence 4 oroo oron suuts,2021,120,8,KHan-Uul,Busad,4.1,Vip residence,Yarmag
3309,Bayanzurkh 100mk 3 oroo bair,2015,100,10,Bayanzurkh,Busad,4.1,BZD,Officer
