ID,title,year_of_commissioning,area_sq_m,apartment_storey,district,location,price_m2,loc_mid,location_group
4213,"Bzd , emerald residenced 4oroo",2019,132,3,Bayanzurkh,Busad,4.1,Emerald residence,Bayanmongol khoroolol
4484,Garden city-2 72.5m2 shine 3 oroo oron suuts khudaldaldana.,2022,72.5,10,KHan-Uul,Busad,4.1,Garden city 2,Yarmag
4485,Selbe komfort 114m2 4 oroo bair,2023,114,5,Sukhbaatar,Busad,4.1,Selbe comfort,Natur
4538,Selbe komfort 92 m.kw 4 oroo bair,2023,92,5,Sukhbaatar,Busad,4.1,Selbe comfort,Natur
4563,Vip residence 3 uruu,2019,84,3,KHan-Uul,Busad,4.1,Vip residence,Yarmag
4613,Hunnu tower 2 oroo bair,2019,48.67,5,KHan-Uul,Busad,4.1,Khunnu tower,Yarmag
5172,4 oroo,2018,126.5,1,KHan-Uul,Narnы khoroolol,4.1,Narnы khoroolol,Narnii khoroolol
5184,KHud 19-r khoroolol buudlыn baruun tald 83.05m² 3 oroo,2022,83.99,7,KHan-Uul,19-r khoroolol,4.1,19-r khoroolol,19-r khoroolol
5585,KHud 19-r khoroolol buudlыn baruun tald 87.93m²,2022,87.93,8,KHan-Uul,19-r khoroolol,4.1,19-r khoroolol,19-r khoroolol
6023,"Bzd, 13-r khoroolol, narnы zam gudamj, lyuks apartmentd gal togoo tusdaa 3 oroo",2016,100,10,Bayanzurkh,13-r khoroolol,4.1,13-r khoroolol,13-r khoroolol
6166,Nomin konstrakshnыn buteen baiguulalt garden city 2 khotkhond 72.5mkw 3 oroo,2022,72.5,10,KHan-Uul,YAarmag,4.1,YAarmag,Yarmag
6943,YAarmagt garden city 2 khotkhond 73m2 talbaitai 3 oroo bair,2022,73,12,KHan-Uul,YAarmag,4.1,YAarmag,Yarmag
6945,KHan uul tsogtsolbort 63.49 m2 3 oroo bair,2022,63.49,3,KHan-Uul,19-r khoroolol,4.1,19-r khoroolol,19-r khoroolol
7052,YAarmag lite city khotkhond duplex bair.,2021,59.46,1,KHan-Uul,YAarmag,4.1,YAarmag,Yarmag
7199,"Bzd, 26-r khoroo, santo smart apartmyent khotkhond 3 oroo oron suuts",2020,98.6,11,Bayanzurkh,Olimp khotkhon,4.1,Olimp khotkhon,Home plaza
7345,Lyuks 5 3 oroo bair,2016,100,10,Bayanzurkh,13-r khoroolol,4.1,13-r khoroolol,13-r khoroolol
7722,Vip residence 3 oroo bair,2021,84.9,4,KHan-Uul,YAarmag,4.1,YAarmag,Yarmag
3987,Emirald residence emirald khotkhond 175.93mkw 5 oroo,2017,175.93,12,Bayanzurkh,Busad,4.098220883,Emerald residence,Bayanmongol khoroolol
431,Peace mall-iin zuun tald 123 mkw 4 oroo bair,2008,123,11,CHingeltei,5-r khoroolol,4.097560976,5-r khoroolol,Tsirk
1789,KHurd rapid khoroolold 2 oroo bair,2008,72,2,KHan-Uul,120 myangat,4.097222222,120 myangat,120 myangat
101,Sansart 2 oroo bair,1989,31,3,Bayanzurkh,15-r khoroolol,4.096774194,15-r khoroolol,Jukov
836,Sansar 2 oroo bair,1989,31,3,Bayanzurkh,Sansar,4.096774194,Sansar,Sansar
6576,Sansart 2 oroo bair 31m2,1990,31,3,Bayanzurkh,15-r khoroolol,4.096774194,15-r khoroolol,Jukov
5206,KHan-uul 19-r khoroolold 3 oroo oron suuts,2023,63.49,3,KHan-Uul,Busad,4.095133092,19,19-r khoroolol
476,"Bzd-26, santo smart apartmyented 3 oroo",2018,120,13,Bayanzurkh,Bayanmongol khoroolol,4.091666667,Bayanmongol khoroolol,Bayanmongol khoroolol
509,Zaisand seven star-d 55m2,2023,55,9,KHan-Uul,Zaisan,4.090909091,Zaisan,Zaisan
3337,Sansart 4 oroo bair,1989,44,4,Bayanzurkh,Busad,4.090909091,Sansar,Sansar
4610,Ashiglaltand orson shine bair,2022,61.6,12,KHan-Uul,YAarmag,4.090909091,YAarmag,Yarmag
5735,Sansar ugsarmalыn 4 oroo,1989,44,4,Bayanzurkh,Sansar,4.090909091,Sansar,Sansar
6967,Sansart ugsarmalыn 5n dawkhart 4 oroo,1989,44,4,Bayanzurkh,Sansar,4.090909091,Sansar,Sansar
3617,YAarmag wyersal gardyen khotkhond 2 oroo,2023,72,9,KHan-Uul,YAarmag,4.083333333,YAarmag,Yarmag
2545,Golden buddha 5 oroo,2020,289,5,KHan-Uul,Busad,4.083044983,Buddha vista,Zaisan
7477,Golden buddha 5 oroo bair,2022,289,5,KHan-Uul,Busad,4.083044983,Buddha vista,Zaisan
6350,19-r khoroolold shine 2 oroo 61 mkw,2021,61,16,KHan-Uul,19-r khoroolol,4.081967213,19-r khoroolol,19-r khoroolol
5709,Zaisan tolgoin zuun tald bairlaltai tansag zeregleliin 5 oroo,2023,149,10,KHan-Uul,Zaisan,4.08,Zaisan,Zaisan
5863,Zaisand bairlaltai uragshaa bolon zuun kharsan 142m2 5 oroo bair,2023,142,12,KHan-Uul,Zaisan,4.08,Zaisan,Zaisan
6089,Zaisand bairlaltai 146m2 5 oroo bair,2023,146,11,KHan-Uul,Zaisan,4.08,Zaisan,Zaisan
210,Udirdlagыn akadyemid 2 oroo bair,2020,63.74,5,KHan-Uul,Busad,4.079071227,Akademi 2,Udirdlagiin akademi
4282,Akadyemiin urd dondogdulamd 2 oroo,2020,63.74,5,KHan-Uul,Busad,4.079071227,Akademi,Udirdlagiin akademi
1843,Jargalan hothond 4 uruu bair,2011,139.8,9,KHan-Uul,Narkhan khotkhon,4.077253219,Narkhan khotkhon,Emart KHUD
6150,"Bzd, 26-r khoroo 3 oroo 119m2 bair",2018,119,13,Bayanzurkh,Busad,4.075630252,National park,National park
7047,Santo smart apartmyentd 3 oroo oron suuts,2018,119,13,Bayanzurkh,Busad,4.075630252,Santo,Home plaza
3063,Gandangiin 60aild 2 oroo,1988,27,3,Bayangol,Gandan,4.074074074,Gandan,Bayanburd
3410,TSirkd gal togoo tusdaa 2 oroo bair 54m2.,1990,54,2,Sukhbaatar,5-r khoroolol,4.074074074,5-r khoroolol,Tsirk
5100,"KHud, zaisan willaj khotkhond 3 oroo oron suuts",2014,81,2,KHan-Uul,Zaisan,4.074074074,Zaisan,Zaisan
1588,3 oroo bair,2016,98.19,15,Bayanzurkh,16-r khoroolol,4.073734596,16-r khoroolol,Tsaiz
315,11 khoroolold 3 oroo bair,1998,43,9,Sukhbaatar,11-r khoroolol,4.069767442,11-r khoroolol,11-r khoroolol
599,KHarkhorin zakhыn khoino gal togoo tusdaa 2 oroo oron suuts,1998,29,2,Songino KHairkhan,1-r khoroolol,4.068965517,1-r khoroolol,1-r khoroolol
7286,Nekhmel khotkhond 3 oroo bair,2020,100.89,15,KHan-Uul,19-r khoroolol,4.063831896,19-r khoroolol,19-r khoroolol
2151,Akadyemi khotkhonы urd bairlakh dondogdulam ryezidyens-d 64mkw 2 oroo bair,2020,64,6,KHan-Uul,Zaisan,4.0625,Zaisan,Zaisan
6559,KHunnu willa ryesidyent 2oroo bair,2021,49,5,KHan-Uul,YAarmag,4.06122449,YAarmag,Yarmag
5989,Kh apartment-d 4 oroo,2013,125.7,5,KHan-Uul,Busad,4.057279236,Kh apartment,120 myangat
2990,KHud garden city 2 t 3 oroo bair 72.5m2,2022,72.5,7,KHan-Uul,Busad,4.055172414,Garden city 2,Yarmag
4991,"KHud yaarmag gardyen siti2 khotkhond 72,5mkw 3 oroo",2022,72.5,7,KHan-Uul,YAarmag,4.055172414,YAarmag,Yarmag
413,Garden city 71.5m2 3 oroo bair,2020,71.5,4,KHan-Uul,YAarmag,4.05,YAarmag,Yarmag
2002,YAarmagt enkanto oranj 48.15mkw 3 oroo,2022,48.15,12,KHan-Uul,YAarmag,4.049844237,YAarmag,Yarmag
1206,Narnы khoroolold 1 oroo,2014,39.51,12,KHan-Uul,Narnы khoroolol,4.049607694,Narnы khoroolol,Narnii khoroolol
2881,"Narnы khoroolold 1 oroo oron suuts 39,51m2",2018,39.51,12,Bayangol,Narnы khoroolol,4.049607694,Narnы khoroolol,Narnii khoroolol
3744,Narnы khoroolold 1 oroo bair,2013,39.55,12,Bayangol,Narnы khoroolol,4.04551201,Narnы khoroolol,Narnii khoroolol
6263,Santo apartmyent 3 oroo,2018,119.9,13,Bayanzurkh,Busad,4.045037531,Santo,Home plaza
5996,Naadam tsyentr- n khoino 94mkw 3 oroo bair,2022,93.95,12,KHan-Uul,120 myangat,4.04470463,120 myangat,120 myangat
1015,Bagshiin deed voli apartment-d 50.69 mkw 2 oroo bair,2016,50.69,3,Sukhbaatar,Busad,4.044190176,Voli,Bagshiin deed
4467,Voli apartment 2 oroo,2016,50.69,3,Sukhbaatar,Busad,4.044190176,Voli,Bagshiin deed
6404,Bagshiin deed voli apartment-d 50.69 mkw 2 oroo bair,2016,50.69,3,Sukhbaatar,Baga toirog,4.044190176,Baga toirog,"40, 50 myangat"
2437,Ncd group - garden city-d 73m2 3 oroo bair,2022,73,1,KHan-Uul,Busad,4.04109589,Garden city 2,Yarmag
977,Undesnii tsetserlegt khureelengiin ard 2 oroo bair,2017,55.7,6,Bayanzurkh,Busad,4.039497307,National park,National park
2248,KHuukhdiin 100d gal togoo tusdaa 2 oroo oron suuts,1990,54,2,Sukhbaatar,"40, 50 myangat",4.037037037,"40, 50 myangat","40, 50 myangat"
1805,Suis-ыn khoino 3oroo,2018,72,6,CHingeltei,Dolgoon nuur,4.027777778,Dolgoon nuur,Dolgoon nuur
6348,YAarmag olziit gardyen khotkhond shine 4 oroo,2023,124,4,KHan-Uul,YAarmag,4.024193548,YAarmag,Yarmag
6573,Zaisand 3 oroo bair,2023,80,4,KHan-Uul,Zaisan,4.0225,Zaisan,Zaisan
7240,"KHotыn towd, 50 myangat baruun 4 zamd 2 oroo bair",2005,51,2,Sukhbaatar,Baruun 4 zam,4.019607843,Baruun 4 zam,Baruun 4 zam
3541,KHud 19 awtobusnы buudlыn urd 3 oroo bair,2017,74.64,9,KHan-Uul,19-r khoroolol,4.019292605,19-r khoroolol,19-r khoroolol
6240,Garden city1-t 4 oroo,2020,108,1,KHan-Uul,YAarmag,4.018518519,YAarmag,Yarmag
5433,KHan uul 19-o khoroolold 63.5m2 3oroo bair,2020,63.5,3,KHan-Uul,19-r khoroolol,4.015748031,19-r khoroolol,19-r khoroolol
478,Enkhtaiwanы guurnii baruun tald narkhan khotkhon 64.5mkw 2 oroo,2008,64.5,11,KHan-Uul,120 myangat,4.015503876,120 myangat,120 myangat
7648,Zaisand 3 oroo,2023,50,3,KHan-Uul,Zaisan,4.0148,Zaisan,Zaisan
3087,Zaisan tolgoin zuun tald 3 oroo,2023,50,3,KHan-Uul,Zaisan,4.014,Zaisan,Zaisan
6107,YAarmag vip residence 3 oroo,2023,74,1,KHan-Uul,YAarmag,4.013513514,YAarmag,Yarmag
3536,Santo life 2 oroo,2023,51.5,6,Bayanzurkh,Busad,4.012427184,Santo,Home plaza
5883,Ub shilen banknы khajuud 4 oroo bair 124m2,2013,124,6,CHingeltei,Busad,4.012096774,Ubcity,"40, 50 myangat"
1644,Global park khotkhon 2oroo,2023,53.14,11,Bayanzurkh,Bayanmongol khoroolol,4.008280015,Bayanmongol khoroolol,Bayanmongol khoroolol
3279,Active garden -d 4 oroo bair,2022,92.82,9,KHan-Uul,Nisekh,4.007756949,Nisekh,Nisekh
557,"YAarmag, garden city 2 khotkhond 4 oroo",2022,130,2,KHan-Uul,YAarmag,4.007692308,YAarmag,Yarmag
5769,Bagshiin deed jijig 3 oroo,2011,53.15,2,Sukhbaatar,11-r khoroolol,4.00752587,11-r khoroolol,11-r khoroolol
1697,Buti town 4 oroo,2021,123.6,10,KHan-Uul,Narkhan khotkhon,4.004854369,Narkhan khotkhon,Emart KHUD
49,Tomor zamd shine 55m2 2 oroo,2023,54.46,10,Bayangol,Tomor zam,4.002937936,Tomor zam,Tomor zam
7003,Zaisan 136m2 4 oroo bair,2022,136.21,5,KHan-Uul,Zaisan,4.001174657,Zaisan,Zaisan
3499,KHotыn towd 3 oroo,2019,74,4,Bayanzurkh,13-r khoroolol,4.000675676,13-r khoroolol,13-r khoroolol
76,Enkhtaiwnы guurnii baruun tald 5 oroo duplyeks,2008,209,12,KHan-Uul,120 myangat,4,120 myangat,120 myangat
148,YAarmag dream plaza deer 91m2 3 oroo,2022,90,14,KHan-Uul,YAarmag,4,YAarmag,Yarmag
257,Nutgiin buyan happy residence 2 oroo bair,2022,54.1,1,KHan-Uul,YAarmag,4,YAarmag,Yarmag
278,Lite city multi house khotkhond 3 oroo duplyeks oron suuts,2023,93,2,KHan-Uul,YAarmag,4,YAarmag,Yarmag
652,Zaisan residence 145m2 4 uruu,2023,145.1,6,KHan-Uul,Zaisan,4,Zaisan,Zaisan
695,Neverland khotkhond 50.5m2 2 oroo bair,2023,50.5,6,Bayangol,10-r khoroolol,4,10-r khoroolol,10-r khoroolol
725,Neverland khotkhond 75.2m2 3 oroo bair,2023,75.2,6,Bayangol,10-r khoroolol,4,10-r khoroolol,10-r khoroolol
796,Twin diamond apartment-d 88.34mw 3 oroo,2022,88.34,4,Bayangol,Narnы khoroolol,4,Narnы khoroolol,Narnii khoroolol
839,4-n uruu bair 122m2,2022,122,8,KHan-Uul,YAarmag,4,YAarmag,Yarmag
840,Zaisan willaj khotkhond 3 oroo bair,2013,118,6,KHan-Uul,Zaisan,4,Zaisan,Zaisan
851,3 oroo bairnuud,2022,62.08,4,KHan-Uul,Zaisan,4,Zaisan,Zaisan
901,Zaisan willaj khotkhond 3 oroo oron suuts,2014,81.32,2,KHan-Uul,Zaisan,4,Zaisan,Zaisan
981,YAarmag dream plaza-d 3 oroo oron suuts 92m2,2022,92,14,KHan-Uul,YAarmag,4,YAarmag,Yarmag
1022,Hunnu mall-ыn urd dream plaza 4 oroo,2022,140,12,KHan-Uul,YAarmag,4,YAarmag,Yarmag
1213,Zaisand shine moroolol khotkhond 2 oroo bair,2012,55,7,KHan-Uul,15-r khoroolol,4,15-r khoroolol,Jukov
1315,Naturt 2oroo 71.5m2,2023,71.5,3,Bayanzurkh,13-r khoroolol,4,13-r khoroolol,13-r khoroolol
1321,"Kh aparment k- eich apartmyent 4 oroo bair 182,98m2",2013,182.98,15,KHan-Uul,120 myangat,4,120 myangat,120 myangat
1474,Zaisan khill-ыn zuun tald 3 oroo bair,2022,62,3,KHan-Uul,Zaisan,4,Zaisan,Zaisan
1485,Zaisand 3 oroo bair,2022,50,3,KHan-Uul,Zaisan,4,Zaisan,Zaisan
1511,Emerald khotkhond 6 oroo bair,2020,178,12,Bayanzurkh,Bayanmongol khoroolol,4,Bayanmongol khoroolol,Bayanmongol khoroolol
1623,KHotыn towd nomun khotkhond 2 oroo oron suuts,2009,77,11,Sukhbaatar,5-r khoroolol,4,5-r khoroolol,Tsirk
1690,Golden buddha -d 289 m.kw 5 oroo,2021,289,4,KHan-Uul,Zaisan,4,Zaisan,Zaisan
1709,10-r khoroolol neverland khotkhond 43m2 2 oroo,2023,43,6,Bayangol,10-r khoroolol,4,10-r khoroolol,10-r khoroolol
1710,Neverland khotkhond 1 oroo bair,2023,36.3,6,Bayangol,10-r khoroolol,4,10-r khoroolol,10-r khoroolol
1796,Happy residence khotkhond 85mkw 3 oroo bair,2021,85,2,KHan-Uul,YAarmag,4,YAarmag,Yarmag
2028,Enkhtaiwanы guur_ 𝐊𝐇-𝐀𝐩𝐚𝐫𝐭𝐦𝐞𝐧𝐭 183mkw 4 oroo oron suuts,2013,183,15,KHan-Uul,Busad,4,Kh apartment,120 myangat
2067,SHine yaarmagt 4 oroo,2022,121,7,KHan-Uul,Busad,4,New yarmag,Nisekh
2189,Orchlon complexd 3 oroo,2020,90,5,Bayanzurkh,Busad,4,Orchlon complex,10-r khoroolol
2251,KHuukhdiin parkiin zuun tald 3 oroo bair,2008,80,2,Sukhbaatar,Busad,4,Park,SBTalbai
2291,KHotыn towd shangrillagiin khajuud 3 oroo,2006,80,2,Sukhbaatar,Busad,4,SBTalbai,SBTalbai
2292,Crystal town hothond 80mkv 3 uruu bair,2014,80,3,Bayanzurkh,Busad,4,Crystal town,National park
2297,TSirkiin urd 3 oroo,1991,80,11,Sukhbaatar,Busad,4,Tsirk,Tsirk
2342,KHuukhdiin parkiin zuun tald 3oroo 80m2,2008,80,2,Sukhbaatar,Busad,4,Park,SBTalbai
2563,SHangri-la mollыn zuun tald ereliin bairand 3 oroo,2008,80,2,Sukhbaatar,Busad,4,SBTalbai,SBTalbai
2587,KHuukhdiin parkiin zuun tald 3oroo 80m2,2008,80,5,Sukhbaatar,Busad,4,Park,SBTalbai
2694,Shangri la zuun tald ereliin bairand 3 oroo,2008,80,2,Sukhbaatar,Busad,4,SBTalbai,SBTalbai
2942,Parkыn zuun tald 3 oroo,2000,80,2,Sukhbaatar,Busad,4,Park,SBTalbai
2945,Global park global park khotkhond 69mkw 3oroo,2023,69,5,Bayanzurkh,Busad,4,Park,SBTalbai
2973,9 erdene khotkhond 2oroo,2016,52,4,KHan-Uul,Busad,4,Eson erdene,Altai khotkhon
3082,TSirk-n baruun tald 2 oroo bair,1980,50,1,Sukhbaatar,Busad,4,Tsirk,Tsirk
3094,"TSirk-n baruun tald, 2 oroo bair",1980,50,5,Sukhbaatar,Busad,4,Tsirk,Tsirk
3195,TSirk-n baruun tald 2 oroo,1980,50,1,Sukhbaatar,Busad,4,Tsirk,Tsirk
3268,"TSirk-n baruun tald, 2 oroo bair",1980,50,1,Sukhbaatar,Busad,4,Tsirk,Tsirk
3289,Oros 3r surguuliin khajuud 2 oroo,1980,50,1,Sukhbaatar,Busad,4,Oros 3,Tsirk
3342,Saruul khotkhond a1 blokd 2oroo,2023,42,9,Bayanzurkh,Busad,4,Saruul khotkhon,100 ail
3346,Tomor zamd 3 oroo,1989,40,5,Bayangol,Busad,4,Tomor zam,Tomor zam
3412,Bzd morning star khotkhond 30mkw 1 oroo,2021,30,16,Bayanzurkh,Busad,4,Morning star,Zuun 4 zam
3421,Bzd morning star khotkhond 1 oroo 30m2,2020,30,16,Bayanzurkh,Busad,4,Morning star,Zuun 4 zam
3583,"Bzd, morning star khotkhond 1 oroo bair",2020,30,1,Bayanzurkh,Busad,4,Morning star,Zuun 4 zam
3695,"Bzd, morning star khotkhond 1 oroo bair",2019,30,16,Bayanzurkh,Busad,4,Morning star,Zuun 4 zam
3709,KHotыn towd duplyeks bair 5 oroo,2008,209,12,KHan-Uul,Busad,4,Khotiin tov,SBTalbai
3817,Emerald khotkhond 132.05 m2 5 oroo bair,2017,132.05,2,Bayanzurkh,Busad,4,Emerald residence,Bayanmongol khoroolol
3834,Bzd 26-r khoroo santo apartmyent khotkhond 98.6 mk 3 oroo bair,2021,98.6,11,Bayanzurkh,Busad,4,Santo,Home plaza
4044,Bzd-n 26-r khoroo santo apartmyented 119 mkw 3 oroo,2021,119,14,Bayanzurkh,Busad,4,Santo,Home plaza
4078,TSirkiin khajuud 2 oroo bair,2001,58,7,Sukhbaatar,5-r khoroolol,4,5-r khoroolol,Tsirk
4084,Zaisand 3 oroo,2022,80.45,4,KHan-Uul,Busad,4,Zaisan,Zaisan
4103,Bagshiin deed 2 oroo,2016,50.69,3,Sukhbaatar,Busad,4,Bagshiin deed,Bagshiin deed
4223,Bayangol 2 oroo bair,2023,54.46,10,Bayangol,Tomor zam,4,Tomor zam,Tomor zam
4361,"Skhd, 1r khoroolol, 3 oroo bair 40m2",1990,40,1,Songino KHairkhan,1-r khoroolol,4,1-r khoroolol,1-r khoroolol
4381,Naturыn dund zam daguu gal togoo tusdaa 2 oroo oron suuts,1990,40,5,Bayanzurkh,13-r khoroolol,4,13-r khoroolol,13-r khoroolol
4398,YAarmag gardyen siti khotkhon 4 oroo bair 83m2 4 oroo bair garajtai,2021,83,5,KHan-Uul,YAarmag,4,YAarmag,Yarmag
4403,Buyant gardyen khotkhond 4 oroo,2023,170,6,KHan-Uul,YAarmag,4,YAarmag,Yarmag
4529,Garden city-1t 4 oroo,2020,107,5,KHan-Uul,YAarmag,4,YAarmag,Yarmag
4643,Gardyen siti 4 oroo 108.5m2,2020,108.5,2,KHan-Uul,YAarmag,4,YAarmag,Yarmag
4680,Kristal taun - 3 oroo bair 80m2,2011,80,2,Bayanzurkh,Ikh Mongol khoroolol,4,Ikh Mongol khoroolol,Dunjingarav
5029,KHotыn towd duplyeks bair 5 oroo,2008,209,12,KHan-Uul,120 myangat,4,120 myangat,120 myangat
5069,"KHud, kh-apartment 4 oroo oron suuts 182.98m2",2015,182.98,15,KHan-Uul,120 myangat,4,120 myangat,120 myangat
5121,Happy residence khotkhond 2-3 oroo bair,2022,79,3,KHan-Uul,YAarmag,4,YAarmag,Yarmag
5140,120 myngat kh 4 uruu bair,2015,183,15,KHan-Uul,120 myangat,4,120 myangat,120 myangat
5169,Neg oroo bair,2022,30,16,Bayanzurkh,15-r khoroolol,4,15-r khoroolol,Jukov
5285,YAarmag vip residence khotkhond 84mkw 3 oroo,2021,84,3,KHan-Uul,YAarmag,4,YAarmag,Yarmag
5334,2 oroo bair,2021,50,1,Bayangol,Gandan,4,Gandan,Bayanburd
5425,"KHud, kh-apartment 182.98mkw 4 oroo oron suuts",2015,182.98,15,KHan-Uul,120 myangat,4,120 myangat,120 myangat
5568,"Ncd garden city 1 khotkhond 108,5m2 4 oroo oron suuts",2019,108.5,5,KHan-Uul,YAarmag,4,YAarmag,Yarmag
5757,TSirkiin urd 3 oroo,1991,80,12,Sukhbaatar,5-r khoroolol,4,5-r khoroolol,Tsirk
5869,Han uul 2 oroo bair,2022,55.1,6,KHan-Uul,19-r khoroolol,4,19-r khoroolol,19-r khoroolol
5969,"YAarmag, happy residence khotkhond 3 oroo bair",2023,79,3,KHan-Uul,YAarmag,4,YAarmag,Yarmag
5970,Bzd 13-horoolol morning star.t 1 uruu bair,2021,30,16,Bayanzurkh,13-r khoroolol,4,13-r khoroolol,13-r khoroolol
6086,Narnы guurnы zuun narnы khoroolold buren tawilgatai 40 mkw tom 1 oroo,2015,40,12,Bayangol,Narnы khoroolol,4,Narnы khoroolol,Narnii khoroolol
6194,Garden city gardyen siti khotkhond 83m2 talbaitai 4 oroo,2020,83,5,KHan-Uul,YAarmag,4,YAarmag,Yarmag
6217,"Aktiw gardyen khotkhond 3-n oroo 79,46m2",2023,79.46,8,Songino KHairkhan,YAarmag,4,YAarmag,Yarmag
6326,YAarmag vip residence-d bartyeriin 3 oroo 84m2,2023,84,3,KHan-Uul,YAarmag,4,YAarmag,Yarmag
6447,19-d bairshil saitai gal togoo tusdaa tow zam daguu,2022,61,6,KHan-Uul,19-r khoroolol,4,19-r khoroolol,19-r khoroolol
6481,Seven star residence /zaisan/ 70mk 2 oroo,2023,70,10,KHan-Uul,Zaisan,4,Zaisan,Zaisan
6592,SHine yaarmag khoroolold 121mkw 4 oroo,2022,121,2,KHan-Uul,YAarmag,4,YAarmag,Yarmag
6705,YAarmag driim plazad 4 oroo 140m2,2022,140,12,KHan-Uul,YAarmag,4,YAarmag,Yarmag
6714,Zaisan star - orgil star khotkhond 92.8m2 2 oroo bair,2011,92.8,7,KHan-Uul,Zaisan,4,Zaisan,Zaisan
6757,Happy residence khotkhond 82mkw 3oroo bair,2022,82,10,KHan-Uul,YAarmag,4,YAarmag,Yarmag
6861,Garden city 1 4 oroo,2020,108.5,2,KHan-Uul,YAarmag,4,YAarmag,Yarmag
6971,KHan uul 4 oroo bair,2024,113.9,3,KHan-Uul,Zaisan,4,Zaisan,Zaisan
7091,Garden city 3 oroo,2023,73,1,KHan-Uul,YAarmag,4,YAarmag,Yarmag
7110,Narnы khoroollыn urd twin diamond khotkhon 106.52mw 3 oroo,2022,106.52,20,Bayangol,Narnы khoroolol,4,Narnы khoroolol,Narnii khoroolol
7399,Active garden khotkhond 2 oroo shine bair,2022,56,4,KHan-Uul,Nisekh,4,Nisekh,Nisekh
7403,Belmonte khotkhond 4 oroo 123m2,2022,123,7,KHan-Uul,YAarmag,4,YAarmag,Yarmag
7654,KHotыn towd 2 oroo,1980,50,2,Sukhbaatar,"40, 50 myangat",4,"40, 50 myangat","40, 50 myangat"
7736,Bichil khoroolold 2oroo bair,1989,30,4,Bayangol,6-r bichil,4,6-r bichil,"3, 4-r khoroolol"
7855,Baruun 4 zamd 2 oroo bair,1980,50,4,Sukhbaatar,"40, 50 myangat",4,"40, 50 myangat","40, 50 myangat"
6603,Zaisand 97.26 mkw 3 oroo bair,2022,97.26,4,KHan-Uul,Zaisan,3.999588731,Zaisan,Zaisan
1189,KHunnu towyert 81.32m2 3 oroo bair,2021,81.32,13,KHan-Uul,YAarmag,3.996556813,YAarmag,Yarmag
5397,Plus residence hothond 2 oroo bair 46.07m2,2023,46.07,9,Bayanzurkh,13-r khoroolol,3.991751682,13-r khoroolol,13-r khoroolol
1711,Zaisand 3 oroo bair,2022,80,3,KHan-Uul,Zaisan,3.99,Zaisan,Zaisan
650,Grand marshal luxury villas 75.35mkw 3 oroo,2022,75,3,Sukhbaatar,Busad,3.986666667,Marshal,Marshal
6284,Dorwon uliralыn tsogtsolbor khotkhond 3oroo,2023,75,4,CHingeltei,Busad,3.986666667,0,#N/A
6957,TSirkiin baruun tald 13r bairand gal togoo tusdaa 3oroo oron suuts,1991,69,3,Sukhbaatar,5-r khoroolol,3.985507246,5-r khoroolol,Tsirk
6794,Global park tosold 3 oroo 62m2,2023,62,8,KHan-Uul,Bayanmongol khoroolol,3.983870968,Bayanmongol khoroolol,Bayanmongol khoroolol
7712,Mastyer untlagыn orootei 85mkw 2oroo,2023,85,6,KHan-Uul,Busad,3.98,0,#N/A
2471,Sansart 4n uruu oron suuts hudaldana,1990,44,2,Bayanzurkh,Sansar,3.977272727,Sansar,Sansar
2923,Sansarыn tunyeld ugsarmalыn gal togoo tusdaa 4 oroo,1988,44,4,Bayanzurkh,Sansar,3.977272727,Sansar,Sansar
2636,11 khoroolold 3 oroo bair,2017,75,3,Sukhbaatar,11-r khoroolol,3.973333333,11-r khoroolol,11-r khoroolol
2704,Seven star khotkhond 55.4 mkw 2 oroo bair,2023,55.4,9,KHan-Uul,11-r khoroolol,3.971119134,11-r khoroolol,11-r khoroolol
1772,KHUD KHappi ryezidyens khotkhond 2 oroo 48m2,2022,48,8,KHan-Uul,Busad,3.966666667,Happy residence,Yarmag
5802,Tbd anduudыn khoino 1 oroo,2015,30,1,Bayangol,Busad,3.966666667,Anduud,Tomor zam
4419,Dragond 2 oroo,1985,29,8,Songino KHairkhan,Busad,3.965517241,Dragon,5 shar
7104,Gal togoo tusdaa 2oroo bair,2002,29,4,Bayanzurkh,16-r khoroolol,3.965517241,16-r khoroolol,Tsaiz
7108,Gal togoo tusdaa 2oroo bair,2011,29,4,Bayanzurkh,16-r khoroolol,3.965517241,16-r khoroolol,Tsaiz
7342,Bgd-17 khoroo 1 oroo,2022,39.15,9,Bayangol,Busad,3.959131545,Modnii 2,Baruun 4 zam
6873,Bichild 2 oroo,2018,46,10,CHingeltei,6-r bichil,3.956521739,6-r bichil,"3, 4-r khoroolol"
5938,126.15 mk2 4 oroo,2021,126.15,3,KHan-Uul,YAarmag,3.955608403,YAarmag,Yarmag
4157,TSirkiin khajuud 3 oroo oron suuts,1989,79.2,3,Sukhbaatar,Busad,3.952020202,Tsirk,Tsirk
5873,Zaisan residence-d 5 oroo,2023,145,6,KHan-Uul,Zaisan,3.951724138,Zaisan,Zaisan
149,Belmonte residence 4 oroo bair,2022,126.15,2,KHan-Uul,YAarmag,3.95,YAarmag,Yarmag
1980,Sunny vista khotkhond 3 oroo bair,2023,89.84,11,KHan-Uul,11-r khoroolol,3.95,11-r khoroolol,11-r khoroolol
